,,,," $1,084,159 ",,,,,
,New York,Wayne," 1,149 ", $762 ,,,,,
,Indiana,Jennings," 1,138 ", $754 ,,,,,
,Pennsylvania,Allegheny," 1,129 ", $749 ,,,,,
,Tennessee,Lauderdale," 1,128 ", $748 ,,,,,
,Tennessee,Hawkins," 1,125 ", $746 ,,,,,
,Oklahoma,Tulsa," 1,123 ", $745 ,,,,,
,Pennsylvania,Cumberland," 1,123 ", $745 ,,,,,
,South Carolina,Oconee," 1,119 ", $742 ,,,,,
,Pennsylvania,Pike," 1,116 ", $740 ,,,,,
,Kentucky,Menifee," 1,114 ", $739 ,,,,,
,Indiana,Lake," 1,114 ", $739 ,,,,,
,Pennsylvania,Lycoming," 1,114 ", $739 ,,,,,
,Alabama,Baldwin," 1,112 ", $737 ,,,,,
,Michigan,Gratiot," 1,108 ", $735 ,,,,,
,Tennessee,Carter," 1,105 ", $733 ,,,,,
,Michigan,Mason," 1,104 ", $732 ,,,,,
,Indiana,Shelby," 1,102 ", $731 ,,,,,
,Pennsylvania,Washington," 1,093 ", $725 ,,,,,
,Missouri,Johnson," 1,089 ", $722 ,,,,,
,Alabama,Dallas," 1,077 ", $714 ,,,,,
,North Carolina,Lincoln," 1,076 ", $713 ,,,,,
,Michigan,Kent," 1,071 ", $710 ,,,,,
,Georgia,Toombs," 1,066 ", $707 ,,,,,
,Oklahoma,Okmulgee," 1,060 ", $703 ,,,,,
,Ohio,Shelby," 1,055 ", $699 ,,,,,
,California,Tuolumne," 1,055 ", $699 ,,,,,
,Missouri,St. Francois," 1,046 ", $693 ,,,,,
,Tennessee,Lake," 1,045 ", $693 ,,,,,
,Georgia,Jackson," 1,045 ", $693 ,,,,,
,Missouri,Scott," 1,039 ", $689 ,,,,,
,Tennessee,Giles," 1,038 ", $688 ,,,,,
,Louisiana,Orleans," 1,037 ", $688 ,,,,,
,Ohio,Preble," 1,030 ", $683 ,,,,,
,North Carolina,Surry," 1,019 ", $676 ,,,,,
,Georgia,Habersham," 1,017 ", $674 ,,,,,
,New Mexico,Eddy," 1,014 ", $672 ,,,,,
,Alabama,Coosa," 1,008 ", $668 ,,,,,
,Nebraska,Scotts Bluff," 1,005 ", $666 ,,,,,
,Iowa,Boone, 998 , $662 ,,,,,
,Ohio,Franklin, 993 , $658 ,,,,,
,Tennessee,Van Buren, 988 , $655 ,,,,,
,Ohio,Defiance, 988 , $655 ,,,,,
,Texas,Coryell, 987 , $654 ,,,,,
,Georgia,Crisp, 976 , $647 ,,,,,
,Iowa,Mahaska, 975 , $646 ,,,,,
,North Carolina,Northampton, 973 , $645 ,,,,,
,Kentucky,Simpson, 969 , $642 ,,,,,
,Michigan,Bay, 966 , $640 ,,,,,
,Wisconsin,Manitowoc, 963 , $638 ,,,,,
,Mississippi,Harrison, 959 , $636 ,,,,,
,South Carolina,Spartanburg, 951 , $631 ,,,,,
,Ohio,Clinton, 950 , $630 ,,,,,
,Maryland,Washington, 950 , $630 ,,,,,
,Alabama,Pike, 946 , $627 ,,,,,
,Ohio,Van Wert, 943 , $625 ,,,,,
,Ohio,Champaign, 943 , $625 ,,,,,
,Georgia,Dougherty, 938 , $622 ,,,,,
,Indiana,Wabash, 936 , $621 ,,,,,
,Tennessee,Cannon, 935 , $620 ,,,,,
,New York,Delaware, 934 , $619 ,,,,,
,Kentucky,Lee, 929 , $616 ,,,,,
,Vermont,Windsor, 927 , $615 ,,,,,
,Georgia,Decatur, 921 , $611 ,,,,,
,Tennessee,Meigs, 911 , $604 ,,,,,
,Tennessee,Hardin, 907 , $601 ,,,,,
,Tennessee,Hardeman, 906 , $601 ,,,,,
,Ohio,Gallia, 891 , $591 ,,,,,
,New York,Orange, 889 , $589 ,,,,,
,North Carolina,Brunswick, 882 , $585 ,,,,,
,Ohio,Pickaway, 882 , $585 ,,,,,
,Oregon,Deschutes, 877 , $581 ,,,,,
,Wisconsin,Racine, 876 , $581 ,,,,,
,Oklahoma,Rogers, 875 , $580 ,,,,,
,Pennsylvania,Venango, 874 , $579 ,,,,,
,North Carolina,Beaufort, 872 , $578 ,,,,,
,Michigan,Calhoun, 870 , $577 ,,,,,
,Connecticut,Litchfield, 870 , $577 ,,,,,
,Pennsylvania,Butler, 870 , $577 ,,,,,
,South Carolina,Orangeburg, 867 , $575 ,,,,,
,North Carolina,Cumberland, 865 , $573 ,,,,,
,Ohio,Ashland, 865 , $573 ,,,,,
,Missouri,Newton, 860 , $570 ,,,,,
,Georgia,Spalding, 858 , $569 ,,,,,
,Georgia,Houston, 855 , $567 ,,,,,
,Tennessee,Blount, 852 , $565 ,,,,,
,Tennessee,Houston, 851 , $564 ,,,,,
,Mississippi,Marshall, 851 , $564 ,,,,,
,Missouri,Adair, 839 , $556 ,,,,,
,Alabama,Elmore, 836 , $554 ,,,,,
,Ohio,Summit, 833 , $552 ,,,,,
,Oregon,Coos, 833 , $552 ,,,,,
,Indiana,Harrison, 830 , $550 ,,,,,
,Michigan,Kalamazoo, 828 , $549 ,,,,,
,Kansas,Wyandotte, 814 , $540 ,,,,,
,Massachusetts,Nantucket, 807 , $535 ,,,,,
,North Carolina,Rutherford, 803 , $532 ,,,,,
,Alabama,Colbert, 802 , $532 ,,,,,
,Tennessee,Haywood, 800 , $530 ,,,,,
,Iowa,Jasper, 793 , $526 ,,,,,
,Kentucky,Allen, 792 , $525 ,,,,,
,Kentucky,Henry, 791 , $524 ,,,,,
,Indiana,Putnam, 782 , $518 ,,,,,
,Georgia,Wayne, 781 , $518 ,,,,,
,Texas,Williamson, 781 , $518 ,,,,,
,Tennessee,Union, 778 , $516 ,,,,,
,Nevada,Churchill, 775 , $514 ,,,,,
,Vermont,Orleans, 774 , $513 ,,,,,
,Ohio,Wayne, 771 , $511 ,,,,,
,Alabama,Clay, 771 , $511 ,,,,,
,Tennessee,Sequatchie, 769 , $510 ,,,,,
,Missouri,Jasper, 766 , $508 ,,,,,
,South Carolina,Pickens, 755 , $501 ,,,,,
,Georgia,Fulton, 752 , $499 ,,,,,
,Indiana,Montgomery, 751 , $498 ,,,,,
,Texas,Comal, 750 , $497 ,,,,,
,Oregon,Douglas, 750 , $497 ,,,,,
,Texas,Kerr, 743 , $493 ,,,,,
,Nevada,Clark, 736 , $488 ,,,,,
,Michigan,St. Clair, 735 , $487 ,,,,,
,Georgia,Dade, 731 , $485 ,,,,,
,Maine,York, 718 , $476 ,,,,,
,New Mexico,Valencia, 718 , $476 ,,,,,
,Alabama,Dale, 714 , $473 ,,,,,
,New York,Broome, 711 , $471 ,,,,,
,Tennessee,Grundy, 707 , $469 ,,,,,
,Pennsylvania,Indiana, 707 , $469 ,,,,,
,Kentucky,Magoffin, 705 , $467 ,,,,,
,Alabama,Hale, 703 , $466 ,,,,,
,New Jersey,Union, 703 , $466 ,,,,,
,Virginia,Henry, 701 , $465 ,,,,,
,Indiana,Jackson, 699 , $463 ,,,,,
,Texas,Travis, 697 , $462 ,,,,,
,Georgia,Lowndes, 695 , $461 ,,,,,
,Massachusetts,Worcester, 691 , $458 ,,,,,
,Ohio,Greene, 682 , $452 ,,,,,
,Florida,Putnam, 681 , $452 ,,,,,
,California,Tulare, 678 , $450 ,,,,,
,Michigan,Jackson, 677 , $449 ,,,,,
,Texas,Medina, 676 , $448 ,,,,,
,Ohio,Mahoning, 675 , $448 ,,,,,
,New York,Sullivan, 675 , $448 ,,,,,
,Iowa,Scott, 674 , $447 ,,,,,
,Washington,Grays Harbor, 674 , $447 ,,,,,
,California,Fresno, 671 , $445 ,,,,,
,Arkansas,Pope, 669 , $444 ,,,,,
,Michigan,Muskegon, 663 , $440 ,,,,,
,Arkansas,Cleburne, 662 , $439 ,,,,,
,Iowa,Polk, 661 , $438 ,,,,,
,Tennessee,Wayne, 661 , $438 ,,,,,
,Arkansas,Lonoke, 659 , $437 ,,,,,
,Pennsylvania,Lebanon, 656 , $435 ,,,,,
,Oklahoma,Pontotoc, 653 , $433 ,,,,,
,West Virginia,Monongalia, 647 , $429 ,,,,,
,Georgia,Murray, 645 , $428 ,,,,,
,New York,Greene, 645 , $428 ,,,,,
,New York,Clinton, 643 , $426 ,,,,,
,Iowa,Jefferson, 642 , $426 ,,,,,
,Massachusetts,Berkshire, 642 , $426 ,,,,,
,Florida,Marion, 640 , $424 ,,,,,
,Oklahoma,Payne, 635 , $421 ,,,,,
,South Carolina,Lancaster, 635 , $421 ,,,,,
,Michigan,Eaton, 634 , $420 ,,,,,
,South Carolina,Sumter, 634 , $420 ,,,,,
,Georgia,Coweta, 630 , $418 ,,,,,
,North Carolina,Moore, 629 , $417 ,,,,,
,Michigan,Genesee, 628 , $416 ,,,,,
,Tennessee,Trousdale, 626 , $415 ,,,,,
,Indiana,Marshall, 626 , $415 ,,,,,
,Kansas,Saline, 622 , $412 ,,,,,
,Tennessee,Pickett, 620 , $411 ,,,,,
,Georgia,Muscogee, 618 , $410 ,,,,,
,Georgia,Crawford, 618 , $410 ,,,,,
,California,Lake, 618 , $410 ,,,,,
,Ohio,Logan, 617 , $409 ,,,,,
,Tennessee,Crockett, 616 , $408 ,,,,,
,Georgia,Putnam, 616 , $408 ,,,,,
,Pennsylvania,Bradford, 614 , $407 ,,,,,
,Indiana,DeKalb, 611 , $405 ,,,,,
,Missouri,Saint Louis City, 611 , $405 ,,,,,
,New York,Lewis, 608 , $403 ,,,,,
,New York,Tioga, 601 , $398 ,,,,,
,Vermont,Washington, 598 , $396 ,,,,,
,Nebraska,Adams, 588 , $390 ,,,,,
,Nevada,Nye, 588 , $390 ,,,,,
,Pennsylvania,Somerset, 586 , $389 ,,,,,
,Maryland,Allegany, 578 , $383 ,,,,,
,New York,Warren, 578 , $383 ,,,,,
,Ohio,Brown, 576 , $382 ,,,,,
,Ohio,Wood, 576 , $382 ,,,,,
,Texas,Tarrant, 574 , $381 ,,,,,
,Wisconsin,Rock, 574 , $381 ,,,,,
,Ohio,Athens, 573 , $380 ,,,,,
,West Virginia,Cabell, 566 , $375 ,,,,,
,Nevada,Elko, 563 , $373 ,,,,,
,Wyoming,Sweetwater, 562 , $373 ,,,,,
,Pennsylvania,Wayne, 560 , $371 ,,,,,
,Indiana,Allen, 554 , $367 ,,,,,
,Florida,Columbia, 554 , $367 ,,,,,
,Arkansas,Phillips, 553 , $367 ,,,,,
,Virginia,Lynchburg City, 553 , $367 ,,,,,
,North Carolina,Craven, 550 , $365 ,,,,,
,Minnesota,Itasca, 548 , $363 ,,,,,
,Indiana,Adams, 547 , $363 ,,,,,
,Michigan,Saginaw, 547 , $363 ,,,,,
,Alabama,Bibb, 543 , $360 ,,,,,
,West Virginia,Harrison, 542 , $359 ,,,,,
,Iowa,Clay, 528 , $350 ,,,,,
,Georgia,Greene, 527 , $349 ,,,,,
,Michigan,Berrien, 527 , $349 ,,,,,
,Texas,Milam, 526 , $349 ,,,,,
,Minnesota,Winona, 526 , $349 ,,,,,
,Tennessee,McNairy, 521 , $345 ,,,,,
,California,Kings, 518 , $343 ,,,,,
,Iowa,Linn, 513 , $340 ,,,,,
,Kentucky,Bracken, 510 , $338 ,,,,,
,Illinois,Tazewell, 508 , $337 ,,,,,
,New Mexico,Chaves, 506 , $335 ,,,,,
,Ohio,Auglaize, 505 , $335 ,,,,,
,Minnesota,Stearns, 500 , $332 ,,,,,
,Michigan,Mecosta, 497 , $330 ,,,,,
,Georgia,Walton, 496 , $329 ,,,,,
,Iowa,Dubuque, 495 , $328 ,,,,,
,Tennessee,Scott, 493 , $327 ,,,,,
,California,Placer, 492 , $326 ,,,,,
,Maryland,Baltimore, 492 , $326 ,,,,,
,Tennessee,Unicoi, 490 , $325 ,,,,,
,Texas,Falls, 488 , $324 ,,,,,
,Nebraska,Douglas, 487 , $323 ,,,,,
,New York,Ontario, 486 , $322 ,,,,,
,California,El Dorado, 485 , $322 ,,,,,
,Wyoming,Teton, 485 , $322 ,,,,,
,Tennessee,Johnson, 484 , $321 ,,,,,
,Michigan,Allegan, 484 , $321 ,,,,,
,Arkansas,Greene, 481 , $319 ,,,,,
,Pennsylvania,Clinton, 481 , $319 ,,,,,
,Michigan,Lapeer, 480 , $318 ,,,,,
,Maine,Cumberland, 474 , $314 ,,,,,
,Missouri,Callaway, 473 , $314 ,,,,,
,Montana,Silver Bow, 472 , $313 ,,,,,
,Texas,Hays, 471 , $312 ,,,,,
,New York,Albany, 470 , $312 ,,,,,
,Texas,Bastrop, 469 , $311 ,,,,,
,Texas,Burnet, 467 , $310 ,,,,,
,New Jersey,Hudson, 466 , $309 ,,,,,
,Illinois,Champaign, 462 , $306 ,,,,,
,Pennsylvania,Armstrong, 459 , $304 ,,,,,
,Virginia,Suffolk City, 458 , $304 ,,,,,
,Louisiana,Bossier, 456 , $302 ,,,,,
,Georgia,Hall, 453 , $300 ,,,,,
,Missouri,Taney, 452 , $300 ,,,,,
,Pennsylvania,Northampton, 451 , $299 ,,,,,
,Vermont,Chittenden, 451 , $299 ,,,,,
,Missouri,Randolph, 449 , $298 ,,,,,
,Virginia,Wise, 449 , $298 ,,,,,
,Vermont,Lamoille, 449 , $298 ,,,,,
,Georgia,Harris, 448 , $297 ,,,,,
,New Jersey,Warren, 447 , $296 ,,,,,
,Kentucky,Todd, 444 , $294 ,,,,,
,Georgia,Hancock, 443 , $294 ,,,,,
,Indiana,Decatur, 442 , $293 ,,,,,
,Indiana,Kosciusko, 439 , $291 ,,,,,
,Minnesota,Olmsted, 429 , $284 ,,,,,
,Kentucky,Monroe, 426 , $282 ,,,,,
,Florida,Polk, 426 , $282 ,,,,,
,Nevada,Lyon, 424 , $281 ,,,,,
,Ohio,Madison, 423 , $280 ,,,,,
,Mississippi,Jackson, 423 , $280 ,,,,,
,Alabama,Greene, 422 , $280 ,,,,,
,New York,Seneca, 421 , $279 ,,,,,
,Florida,Okeechobee, 419 , $278 ,,,,,
,Michigan,Monroe, 418 , $277 ,,,,,
,Virginia,Roanoke City, 416 , $276 ,,,,,
,West Virginia,Mercer, 413 , $274 ,,,,,
,Pennsylvania,Franklin, 412 , $273 ,,,,,
,Michigan,Van Buren, 406 , $269 ,,,,,
,Illinois,Henry, 406 , $269 ,,,,,
,Iowa,Dickinson, 398 , $264 ,,,,,
,Alabama,Cleburne, 398 , $264 ,,,,,
,Kentucky,Oldham, 396 , $263 ,,,,,
,Georgia,Jones, 394 , $261 ,,,,,
,Kentucky,Spencer, 392 , $260 ,,,,,
,Mississippi,Lafayette, 392 , $260 ,,,,,
,Pennsylvania,Luzerne, 392 , $260 ,,,,,
,Kentucky,Bullitt, 389 , $258 ,,,,,
,Ohio,Lucas, 388 , $257 ,,,,,
,Maryland,Garrett, 387 , $257 ,,,,,
,Georgia,Irwin, 383 , $254 ,,,,,
,California,Lassen, 383 , $254 ,,,,,
,Georgia,Rockdale, 382 , $253 ,,,,,
,Maryland,Dorchester, 382 , $253 ,,,,,
,Arkansas,White, 379 , $251 ,,,,,
,Alabama,Pickens, 378 , $251 ,,,,,
,Vermont,Bennington, 378 , $251 ,,,,,
,Indiana,Steuben, 375 , $249 ,,,,,
,Indiana,Crawford, 374 , $248 ,,,,,
,Oklahoma,Jackson, 372 , $247 ,,,,,
,Kentucky,Carroll, 372 , $247 ,,,,,
,Nebraska,Lincoln, 371 , $246 ,,,,,
,Georgia,Chatham, 369 , $245 ,,,,,
,Washington,Jefferson, 366 , $243 ,,,,,
,Minnesota,Mower, 365 , $242 ,,,,,
,Tennessee,Hancock, 363 , $241 ,,,,,
,Michigan,Barry, 363 , $241 ,,,,,
,South Carolina,Lexington, 361 , $239 ,,,,,
,Kentucky,Owen, 358 , $237 ,,,,,
,South Carolina,Greenwood, 358 , $237 ,,,,,
,Texas,Montgomery, 354 , $235 ,,,,,
,Georgia,Polk, 353 , $234 ,,,,,
,New Hampshire,Cheshire, 351 , $233 ,,,,,
,Maryland,Cecil, 347 , $230 ,,,,,
,Georgia,Meriwether, 345 , $229 ,,,,,
,Washington,Mason, 345 , $229 ,,,,,
,New York,Ulster, 341 , $226 ,,,,,
,Michigan,Clinton, 340 , $225 ,,,,,
,North Carolina,Gaston, 338 , $224 ,,,,,
,Oklahoma,Bryan, 338 , $224 ,,,,,
,Michigan,Oakland, 335 , $222 ,,,,,
,Texas,Wichita, 335 , $222 ,,,,,
,Missouri,Marion, 334 , $221 ,,,,,
,New Mexico,Bernalillo, 332 , $220 ,,,,,
,South Carolina,York, 332 , $220 ,,,,,
,Ohio,Licking, 331 , $219 ,,,,,
,Illinois,Coles, 327 , $217 ,,,,,
,Wisconsin,Outagamie, 327 , $217 ,,,,,
,Georgia,Morgan, 324 , $215 ,,,,,
,Minnesota,Rice, 324 , $215 ,,,,,
,Georgia,Franklin, 323 , $214 ,,,,,
,Texas,Llano, 321 , $213 ,,,,,
,Indiana,Switzerland, 319 , $211 ,,,,,
,Georgia,Bartow, 318 , $211 ,,,,,
,Arkansas,Hot Spring, 318 , $211 ,,,,,
,New Hampshire,Coos, 315 , $209 ,,,,,
,Virginia,Warren, 314 , $208 ,,,,,
,North Carolina,Forsyth, 311 , $206 ,,,,,
,Nebraska,Madison, 311 , $206 ,,,,,
,Minnesota,Hennepin, 308 , $204 ,,,,,
,Texas,Wilson, 305 , $202 ,,,,,
,Massachusetts,Bristol, 304 , $202 ,,,,,
,Pennsylvania,Blair, 302 , $200 ,,,,,
,Indiana,Franklin, 301 , $200 ,,,,,
,California,Humboldt, 299 , $198 ,,,,,
,New Jersey,Passaic, 298 , $198 ,,,,,
,New Jersey,Ocean, 298 , $198 ,,,,,
,Michigan,Midland, 295 , $196 ,,,,,
,Alabama,Perry, 294 , $195 ,,,,,
,Massachusetts,Franklin, 293 , $194 ,,,,,
,South Dakota,Yankton, 293 , $194 ,,,,,
,Kansas,Shawnee, 292 , $194 ,,,,,
,Minnesota,Becker, 292 , $194 ,,,,,
,Texas,Brown, 289 , $192 ,,,,,
,New York,Essex, 289 , $192 ,,,,,
,Pennsylvania,Clearfield, 288 , $191 ,,,,,
,Georgia,Terrell, 287 , $190 ,,,,,
,Wisconsin,Kenosha, 287 , $190 ,,,,,
,Florida,Dixie, 283 , $188 ,,,,,
,Illinois,Macon, 279 , $185 ,,,,,
,Pennsylvania,Centre, 279 , $185 ,,,,,
,South Carolina,Greenville, 279 , $185 ,,,,,
,Georgia,Floyd, 278 , $184 ,,,,,
,Nevada,Humboldt, 278 , $184 ,,,,,
,Virginia,Pulaski, 278 , $184 ,,,,,
,Iowa,Buena Vista, 277 , $184 ,,,,,
,Georgia,Emanuel, 277 , $184 ,,,,,
,California,Madera, 277 , $184 ,,,,,
,Maryland,Caroline, 277 , $184 ,,,,,
,Georgia,Douglas, 275 , $182 ,,,,,
,Kansas,Geary, 273 , $181 ,,,,,
,Georgia,Wilkes, 273 , $181 ,,,,,
,Tennessee,Moore, 273 , $181 ,,,,,
,Maryland,Wicomico, 269 , $178 ,,,,,
,Pennsylvania,Mercer, 269 , $178 ,,,,,
,Indiana,Boone, 268 , $178 ,,,,,
,Oregon,Jackson, 268 , $178 ,,,,,
,Missouri,Cape Girardeau, 265 , $176 ,,,,,
,New Hampshire,Belknap, 265 , $176 ,,,,,
,Texas,Johnson, 265 , $176 ,,,,,
,Georgia,Telfair, 264 , $175 ,,,,,
,Arizona,Gila, 263 , $174 ,,,,,
,Florida,Pasco, 263 , $174 ,,,,,
,Washington,Grant, 263 , $174 ,,,,,
,Nebraska,Dawson, 262 , $174 ,,,,,
,Kentucky,Owsley, 261 , $173 ,,,,,
,Alabama,Mobile, 260 , $172 ,,,,,
,Virginia,Pittsylvania, 260 , $172 ,,,,,
,Maryland,Somerset, 257 , $170 ,,,,,
,Kentucky,Meade, 255 , $169 ,,,,,
,Florida,Brevard, 254 , $168 ,,,,,
,Maine,Oxford, 254 , $168 ,,,,,
,West Virginia,Wood, 254 , $168 ,,,,,
,Illinois,Kankakee, 252 , $167 ,,,,,
,Virginia,Bristol, 252 , $167 ,,,,,
,West Virginia,Wyoming, 252 , $167 ,,,,,
,Wyoming,Sheridan, 252 , $167 ,,,,,
,Kentucky,Trimble, 251 , $166 ,,,,,
,Nebraska,Gage, 250 , $166 ,,,,,
,North Carolina,Guilford, 249 , $165 ,,,,,
,Texas,Atascosa, 249 , $165 ,,,,,
,Nebraska,Lancaster, 249 , $165 ,,,,,
,Connecticut,New Haven, 249 , $165 ,,,,,
,Georgia,Randolph, 248 , $164 ,,,,,
,Georgia,Liberty, 247 , $164 ,,,,,
,Georgia,Paulding, 247 , $164 ,,,,,
,Texas,Caldwell, 247 , $164 ,,,,,
,South Carolina,Aiken, 247 , $164 ,,,,,
,Georgia,Cobb, 244 , $162 ,,,,,
,Georgia,Montgomery, 244 , $162 ,,,,,
,South Carolina,Laurens, 243 , $161 ,,,,,
,Georgia,Oglethorpe, 242 , $160 ,,,,,
,New Mexico,Lincoln, 242 , $160 ,,,,,
,Connecticut,Windham, 241 , $160 ,,,,,
,Oregon,Klamath, 241 , $160 ,,,,,
,Iowa,Woodbury, 237 , $157 ,,,,,
,Georgia,Tattnall, 237 , $157 ,,,,,
,Illinois,Will, 237 , $157 ,,,,,
,New York,Schoharie, 237 , $157 ,,,,,
,Ohio,Mercer, 236 , $156 ,,,,,
,Georgia,Jefferson, 236 , $156 ,,,,,
,New York,Livingston, 236 , $156 ,,,,,
,Nebraska,Platte, 235 , $156 ,,,,,
,Texas,Liberty, 235 , $156 ,,,,,
,Kansas,Finney, 234 , $155 ,,,,,
,Arizona,Yuma, 234 , $155 ,,,,,
,Arizona,Maricopa, 234 , $155 ,,,,,
,South Carolina,Darlington, 234 , $155 ,,,,,
,Vermont,Rutland, 234 , $155 ,,,,,
,Illinois,Christian, 232 , $154 ,,,,,
,Wisconsin,Winnebago, 232 , $154 ,,,,,
,Maryland,Kent, 231 , $153 ,,,,,
,Alabama,Sumter, 230 , $152 ,,,,,
,Georgia,Twiggs, 228 , $151 ,,,,,
,Indiana,Ohio, 228 , $151 ,,,,,
,Wyoming,Campbell, 228 , $151 ,,,,,
,Missouri,Laclede, 227 , $151 ,,,,,
,Georgia,Brantley, 227 , $151 ,,,,,
,Arizona,La Paz, 227 , $151 ,,,,,
,Georgia,Newton, 226 , $150 ,,,,,
,South Dakota,Minnehaha, 225 , $149 ,,,,,
,Virginia,Halifax, 224 , $149 ,,,,,
,Colorado,Pueblo, 222 , $147 ,,,,,
,Texas,Lee, 221 , $147 ,,,,,
,Indiana,Madison, 220 , $146 ,,,,,
,Ohio,Lorain, 220 , $146 ,,,,,
,Florida,Hillsborough, 218 , $145 ,,,,,
,Pennsylvania,Tioga, 218 , $145 ,,,,,
,Virginia,Orange, 218 , $145 ,,,,,
,Michigan,Isabella, 215 , $143 ,,,,,
,Virginia,Tazewell, 214 , $142 ,,,,,
,Arkansas,Miller, 212 , $141 ,,,,,
,Louisiana,Rapides, 212 , $141 ,,,,,
